Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,TotalIncome,Loan_Status,Credit_Score,DTI,LTI,Risk_Category,Default_Probability
LP002346,Male,Yes,0,Graduate,,2539,1704,125.0,360.0,0.0,Rural,4243,N,457,0.02945334590009425,29.453345900094252,High,0.71
LP002354,Female,No,0,Not Graduate,No,2107,0,64.0,360.0,1.0,Semiurban,2107,Y,605,0.030360531309297913,30.36053130929791,Medium,0.45
LP002355,,Yes,0,Graduate,No,3186,3145,150.0,180.0,0.0,Semiurban,6331,N,458,0.023689197725837018,23.68919772583702,High,0.71
LP002358,Male,Yes,2,Graduate,Yes,5000,2166,150.0,360.0,1.0,Urban,7166,Y,613,0.020929259104227712,20.92925910422771,Medium,0.43
LP002360,Male,Yes,,Graduate,No,10000,0,,360.0,1.0,Urban,10000,Y,627,,,Medium,0.41
LP002375,Male,Yes,0,Not Graduate,Yes,3943,0,64.0,360.0,1.0,Semiurban,3943,Y,610,0.016227180527383367,16.227180527383368,Medium,0.44
LP002376,Male,No,0,Graduate,No,2925,0,40.0,180.0,1.0,Rural,2925,Y,608,0.01367053998632946,13.67053998632946,Medium,0.44
LP002383,Male,Yes,3+,Graduate,No,3242,437,142.0,480.0,0.0,Urban,3679,N,458,0.03858695652173913,38.58695652173913,High,0.71
LP002385,Male,Yes,,Graduate,No,3863,0,70.0,300.0,1.0,Semiurban,3863,Y,610,0.018115942028985508,18.115942028985508,Medium,0.44
LP002389,Female,No,1,Graduate,No,4028,0,131.0,360.0,1.0,Semiurban,4028,Y,611,0.03251427153139737,32.51427153139737,Medium,0.43
LP002394,Male,Yes,2,Graduate,No,4010,1025,120.0,360.0,1.0,Urban,5035,Y,611,0.023828435266084195,23.828435266084195,Medium,0.43
LP002397,Female,Yes,1,Graduate,No,3719,1585,114.0,360.0,1.0,Urban,5304,Y,610,0.021489161168708765,21.489161168708765,Medium,0.44
LP002399,Male,No,0,Graduate,,2858,0,123.0,360.0,0.0,Rural,2858,N,457,0.04302203567681007,43.02203567681007,High,0.71
LP002400,Female,Yes,0,Graduate,No,3833,0,92.0,360.0,1.0,Rural,3833,Y,610,0.023995826812728223,23.99582681272822,Medium,0.44
LP002402,Male,Yes,0,Graduate,No,3333,4288,160.0,360.0,1.0,Urban,7621,Y,609,0.020991865652059828,20.991865652059825,Medium,0.44
LP002412,Male,Yes,0,Graduate,No,3007,3725,151.0,360.0,1.0,Rural,6732,Y,608,0.022426852814495767,22.426852814495767,Medium,0.44
LP002415,Female,No,1,Graduate,,1850,4583,81.0,360.0,,Rural,6433,Y,455,0.01258936897730805,12.589368977308052,High,0.72
LP002417,Male,Yes,3+,Not Graduate,No,2792,2619,171.0,360.0,1.0,Semiurban,5411,Y,607,0.03159645232815964,31.596452328159646,Medium,0.44
LP002420,Male,Yes,0,Graduate,No,2982,1550,110.0,360.0,1.0,Semiurban,4532,Y,608,0.0242664901831017,24.2664901831017,Medium,0.44
LP002425,Male,No,0,Graduate,No,3417,738,100.0,360.0,,Rural,4155,Y,459,0.02406159769008662,24.06159769008662,High,0.71
LP002433,Male,Yes,1,Graduate,No,18840,0,234.0,360.0,1.0,Rural,18840,Y,651,0.012419722944642005,12.419722944642004,Medium,0.36
LP002440,Male,Yes,2,Graduate,No,2995,1120,184.0,360.0,1.0,Rural,4115,Y,608,0.04470359572400389,44.70359572400389,Medium,0.44
LP002441,Male,No,,Graduate,No,3579,3308,138.0,360.0,,Semiurban,6887,Y,459,0.02003484320557491,20.034843205574912,High,0.71
LP002442,Female,Yes,1,Not Graduate,No,3835,1400,112.0,480.0,0.0,Urban,5235,N,460,0.0213903743315508,21.390374331550802,High,0.71
LP002445,Female,No,1,Not Graduate,No,3854,3575,117.0,360.0,1.0,Rural,7429,Y,610,0.015746971736204575,15.746971736204577,Medium,0.44
LP002450,Male,Yes,2,Graduate,No,5833,750,49.0,360.0,0.0,Rural,6583,N,466,0.00744228432563791,7.44228432563791,High,0.7
LP002471,Male,No,0,Graduate,No,3508,0,99.0,360.0,1.0,Rural,3508,Y,609,0.02821316614420063,28.213166144200628,Medium,0.44
LP002476,Female,Yes,3+,Not Graduate,No,1635,2444,99.0,360.0,1.0,Urban,4079,Y,604,0.02426470588235294,24.264705882352942,Medium,0.45
LP002482,Female,No,0,Graduate,Yes,3333,3916,212.0,360.0,1.0,Rural,7249,Y,609,0.029241379310344828,29.24137931034483,Medium,0.44
LP002485,Male,No,1,Graduate,No,24797,0,240.0,360.0,1.0,Semiurban,24797,Y,668,0.009678199854827003,9.678199854827001,Medium,0.33
LP002495,Male,Yes,2,Graduate,No,5667,440,130.0,360.0,0.0,Semiurban,6107,N,465,0.021283562540929928,21.28356254092993,High,0.7
LP002496,Female,No,0,Graduate,No,3500,0,94.0,360.0,0.0,Semiurban,3500,N,459,0.0268494715795487,26.849471579548702,High,0.71
LP002523,Male,Yes,3+,Graduate,No,2773,1497,108.0,360.0,1.0,Semiurban,4270,Y,607,0.02528681807539218,25.28681807539218,Medium,0.44
LP002542,Male,Yes,0,Graduate,,6500,0,144.0,360.0,1.0,Urban,6500,Y,617,0.022150438394093218,22.150438394093218,Medium,0.42
LP002550,Female,No,0,Graduate,No,5769,0,110.0,180.0,1.0,Semiurban,5769,Y,615,0.019064124783362217,19.064124783362217,Medium,0.43
LP002551,Male,Yes,3+,Not Graduate,,3634,910,176.0,360.0,0.0,Semiurban,4544,N,460,0.03872387238723873,38.72387238723872,High,0.71
LP002553,,No,0,Graduate,No,29167,0,185.0,360.0,1.0,Semiurban,29167,Y,680,0.006342567196928141,6.34256719692814,Medium,0.31
LP002554,Male,No,0,Graduate,No,2166,2057,122.0,360.0,1.0,Semiurban,4223,Y,605,0.028882575757575756,28.882575757575758,Medium,0.45
LP002561,Male,Yes,0,Graduate,No,5000,0,126.0,360.0,1.0,Rural,5000,Y,613,0.02519496100779844,25.19496100779844,Medium,0.43
LP002566,Female,No,0,Graduate,No,5530,0,135.0,360.0,,Urban,5530,Y,465,0.024407882842162356,24.40788284216236,High,0.7
LP002568,Male,No,0,Not Graduate,No,9000,0,122.0,360.0,1.0,Rural,9000,Y,624,0.013554049550049994,13.554049550049994,Medium,0.41
LP002570,Female,Yes,2,Graduate,No,10000,11666,460.0,360.0,1.0,Urban,21666,Y,627,0.02123044260857525,21.230442608575252,Medium,0.41
LP002572,Male,Yes,1,Graduate,,8750,0,297.0,360.0,1.0,Urban,8750,Y,624,0.03393897840246829,33.93897840246829,Medium,0.41
LP002581,Male,Yes,0,Not Graduate,No,2157,2730,140.0,360.0,,Rural,4887,Y,455,0.028641571194762683,28.641571194762683,High,0.72
LP002584,Male,No,0,Graduate,,1972,4347,106.0,360.0,1.0,Rural,6319,Y,605,0.016772151898734176,16.772151898734176,Medium,0.45
LP002592,Male,No,0,Graduate,No,4983,0,141.0,360.0,1.0,Urban,4983,Y,613,0.028290529695024078,28.290529695024077,Medium,0.43
LP002593,Male,Yes,1,Graduate,No,8333,4000,,360.0,1.0,Urban,12333,Y,622,,,Medium,0.41
LP002599,Male,Yes,0,Graduate,No,3667,2000,170.0,360.0,1.0,Semiurban,5667,Y,610,0.029992942836979536,29.992942836979534,Medium,0.44
LP002604,Male,Yes,2,Graduate,No,3166,2833,145.0,360.0,1.0,Urban,5999,Y,608,0.024166666666666666,24.166666666666668,Medium,0.44
LP002605,Male,No,0,Not Graduate,No,3271,0,90.0,360.0,1.0,Rural,3271,Y,609,0.02750611246943765,27.506112469437653,Medium,0.44
LP002609,Female,Yes,0,Graduate,No,2241,2000,88.0,360.0,0.0,Urban,4241,N,456,0.020744931636020744,20.744931636020745,High,0.72
LP002610,Male,Yes,1,Not Graduate,,1792,2565,128.0,360.0,1.0,Urban,4357,Y,604,0.029371271225332722,29.37127122533272,Medium,0.45
LP002612,Female,Yes,0,Graduate,No,2666,0,84.0,480.0,1.0,Semiurban,2666,Y,607,0.031496062992125984,31.496062992125985,Medium,0.44
LP002614,,No,0,Graduate,No,6478,0,108.0,360.0,1.0,Semiurban,6478,Y,617,0.016669239080104953,16.669239080104955,Medium,0.42
LP002630,Male,No,0,Not Graduate,,3808,0,83.0,360.0,1.0,Rural,3808,Y,610,0.02179049619322657,21.79049619322657,Medium,0.44
LP002635,Female,Yes,2,Not Graduate,No,3729,0,117.0,360.0,1.0,Semiurban,3729,Y,610,0.03136729222520107,31.367292225201073,Medium,0.44
LP002639,Male,Yes,2,Graduate,No,4120,0,128.0,360.0,1.0,Rural,4120,Y,611,0.031060422227614657,31.060422227614655,Medium,0.43
LP002644,Male,Yes,1,Graduate,Yes,7500,0,75.0,360.0,1.0,Urban,7500,Y,620,0.009998666844420743,9.998666844420743,Medium,0.42
LP002651,Male,Yes,1,Graduate,,6300,0,125.0,360.0,0.0,Urban,6300,N,467,0.01983812093318521,19.83812093318521,High,0.7
LP002654,Female,No,,Graduate,Yes,14987,0,177.0,360.0,1.0,Rural,14987,Y,641,0.011809447558046438,11.809447558046438,Medium,0.38
LP002657,,Yes,1,Not Graduate,Yes,570,2125,68.0,360.0,1.0,Rural,2695,Y,601,0.025222551928783383,25.222551928783382,Medium,0.45
LP002711,Male,Yes,0,Graduate,No,2600,700,96.0,360.0,1.0,Semiurban,3300,Y,607,0.02908209633444411,29.082096334444106,Medium,0.44
LP002712,Male,No,2,Not Graduate,No,2733,1083,180.0,360.0,,Semiurban,3816,Y,457,0.04715745349751113,47.157453497511135,High,0.71
LP002721,Male,Yes,2,Graduate,Yes,7500,0,183.0,360.0,1.0,Rural,7500,Y,620,0.024396747100386616,24.396747100386616,Medium,0.42
LP002735,Male,Yes,2,Not Graduate,No,3859,0,121.0,360.0,1.0,Rural,3859,Y,610,0.031347150259067355,31.34715025906736,Medium,0.44
LP002744,Male,Yes,1,Graduate,No,6825,0,162.0,360.0,1.0,Rural,6825,Y,618,0.023732786404922355,23.732786404922354,Medium,0.42
LP002745,Male,Yes,0,Graduate,No,3708,4700,132.0,360.0,1.0,Semiurban,8408,Y,610,0.01569746699964324,15.69746699964324,Medium,0.44
LP002746,Male,No,0,Graduate,No,5314,0,147.0,360.0,1.0,Urban,5314,Y,614,0.027657572906867357,27.657572906867358,Medium,0.43
LP002747,Female,No,3+,Graduate,No,2366,5272,153.0,360.0,0.0,Rural,7638,N,456,0.020028799581097004,20.028799581097,High,0.72
LP002754,Male,No,,Graduate,No,2066,2108,104.0,84.0,1.0,Urban,4174,Y,605,0.024910179640718563,24.910179640718564,Medium,0.45
LP002759,Male,Yes,2,Graduate,No,5000,0,149.0,360.0,1.0,Rural,5000,Y,613,0.02979404119176165,29.794041191761647,Medium,0.43
LP002760,Female,No,0,Graduate,No,3767,0,134.0,300.0,1.0,Urban,3767,Y,610,0.03556263269639066,35.56263269639066,Medium,0.44
LP002766,Female,Yes,0,Graduate,No,7859,879,165.0,180.0,1.0,Semiurban,8738,Y,621,0.01888087881908685,18.880878819086853,Medium,0.42
LP002769,Female,Yes,0,Graduate,No,4283,0,120.0,360.0,1.0,Rural,4283,Y,611,0.028011204481792718,28.011204481792717,Medium,0.43
LP002774,Male,Yes,0,Not Graduate,No,1700,2900,67.0,360.0,0.0,Urban,4600,N,454,0.014562051727885243,14.562051727885242,High,0.72
LP002775,,No,0,Not Graduate,No,4768,0,125.0,360.0,1.0,Rural,4768,Y,613,0.02621094569092053,26.21094569092053,Medium,0.43
LP002781,Male,No,0,Graduate,No,3083,2738,120.0,360.0,1.0,Urban,5821,Y,608,0.020611473720371008,20.611473720371006,Medium,0.44
LP002782,Male,Yes,1,Graduate,No,2667,1542,148.0,360.0,1.0,Rural,4209,Y,607,0.03515439429928741,35.15439429928741,Medium,0.44
LP002786,Female,Yes,0,Not Graduate,No,1647,1762,181.0,360.0,1.0,Urban,3409,Y,604,0.0530791788856305,53.0791788856305,Medium,0.45
LP002790,Male,Yes,3+,Graduate,No,3400,0,80.0,120.0,1.0,Urban,3400,Y,609,0.023522493384298737,23.522493384298734,Medium,0.44
LP002791,Male,No,1,Graduate,,16000,5000,40.0,360.0,1.0,Semiurban,21000,Y,644,0.0019046712061330413,1.9046712061330413,Medium,0.37
LP002793,Male,Yes,0,Graduate,No,5333,0,90.0,360.0,1.0,Rural,5333,Y,614,0.01687289088863892,16.87289088863892,Medium,0.43
LP002802,Male,No,0,Graduate,No,2875,2416,95.0,6.0,0.0,Semiurban,5291,N,457,0.017951625094482237,17.95162509448224,High,0.71
LP002803,Male,Yes,1,Not Graduate,,2600,618,122.0,360.0,1.0,Semiurban,3218,Y,607,0.037899968934451696,37.89996893445169,Medium,0.44
LP002805,Male,Yes,2,Graduate,No,5041,700,150.0,360.0,1.0,Urban,5741,Y,613,0.02612330198537095,26.12330198537095,Medium,0.43
LP002806,Male,Yes,3+,Graduate,Yes,6958,1411,150.0,360.0,1.0,Rural,8369,Y,619,0.017921146953405017,17.921146953405017,Medium,0.42
LP002816,Male,Yes,1,Graduate,No,3500,1658,104.0,360.0,,Semiurban,5158,Y,459,0.02015894553207986,20.158945532079862,High,0.71
LP002823,Male,Yes,0,Graduate,No,5509,0,143.0,360.0,1.0,Rural,5509,Y,615,0.025952813067150634,25.952813067150636,Medium,0.43
LP002825,Male,Yes,3+,Graduate,No,9699,0,300.0,360.0,1.0,Urban,9699,Y,626,0.030927835051546393,30.927835051546392,Medium,0.41
LP002826,Female,Yes,1,Not Graduate,No,3621,2717,171.0,360.0,1.0,Urban,6338,Y,609,0.026975863700899196,26.975863700899197,Medium,0.44
LP002843,Female,Yes,0,Graduate,No,4709,0,113.0,360.0,1.0,Semiurban,4709,Y,612,0.02399150743099788,23.991507430997878,Medium,0.43
LP002849,Male,Yes,0,Graduate,No,1516,1951,35.0,360.0,1.0,Semiurban,3467,Y,604,0.010092272202998846,10.092272202998847,Medium,0.45
LP002850,Male,No,2,Graduate,No,2400,0,46.0,360.0,1.0,Urban,2400,Y,606,0.019158683881715953,19.15868388171595,Medium,0.44
LP002853,Female,No,0,Not Graduate,No,3015,2000,145.0,360.0,,Urban,5015,Y,458,0.02890749601275917,28.90749601275917,High,0.71
LP002856,Male,Yes,0,Graduate,No,2292,1558,119.0,360.0,1.0,Urban,3850,Y,606,0.030901064658530254,30.901064658530252,Medium,0.44
LP002857,Male,Yes,1,Graduate,Yes,2360,3355,87.0,240.0,1.0,Rural,5715,Y,606,0.015220433869839048,15.220433869839049,Medium,0.44
LP002858,Female,No,0,Graduate,No,4333,2333,162.0,360.0,0.0,Rural,6666,N,461,0.024298785060746963,24.29878506074696,High,0.71
LP002860,Male,Yes,0,Graduate,Yes,2623,4831,122.0,180.0,1.0,Semiurban,7454,Y,607,0.01636485580147552,16.36485580147552,Medium,0.44
LP002867,Male,No,0,Graduate,Yes,3972,4275,187.0,360.0,1.0,Rural,8247,Y,610,0.0226721629485936,22.6721629485936,Medium,0.44
LP002869,Male,Yes,3+,Not Graduate,No,3522,0,81.0,180.0,1.0,Rural,3522,Y,609,0.022991768379222254,22.991768379222254,Medium,0.44
LP002870,Male,Yes,1,Graduate,No,4700,0,80.0,360.0,1.0,Urban,4700,Y,612,0.017017655817911082,17.017655817911084,Medium,0.43
LP002876,Male,No,0,Graduate,No,6858,0,176.0,360.0,1.0,Rural,6858,Y,618,0.02565971715993585,25.659717159935852,Medium,0.42
LP002878,Male,Yes,3+,Graduate,No,8334,0,260.0,360.0,1.0,Urban,8334,Y,622,0.03119376124775045,31.19376124775045,Medium,0.41
LP002879,Male,Yes,0,Graduate,No,3391,1966,133.0,360.0,0.0,Rural,5357,N,459,0.024822695035460994,24.822695035460992,High,0.71
LP002885,Male,No,0,Not Graduate,No,2868,0,70.0,360.0,1.0,Urban,2868,Y,607,0.024398745207389334,24.398745207389336,Medium,0.44
LP002890,Male,Yes,2,Not Graduate,No,3418,1380,135.0,360.0,1.0,Urban,4798,Y,609,0.028130860595957492,28.13086059595749,Medium,0.44
LP002891,Male,Yes,0,Graduate,Yes,2500,296,137.0,300.0,1.0,Rural,2796,Y,606,0.04898105112620665,48.98105112620665,Medium,0.44
LP002899,Male,Yes,2,Graduate,No,8667,0,254.0,360.0,1.0,Rural,8667,Y,623,0.02930318412551915,29.303184125519152,Medium,0.41
LP002901,Male,No,0,Graduate,No,2283,15000,106.0,360.0,,Rural,17283,Y,456,0.0061328396204582275,6.132839620458228,High,0.72
LP002907,Male,Yes,0,Graduate,No,5817,910,109.0,360.0,1.0,Urban,6727,Y,616,0.016200951248513673,16.200951248513675,Medium,0.43
LP002920,Male,Yes,0,Graduate,No,5119,3769,120.0,360.0,1.0,Rural,8888,Y,614,0.01349983125210935,13.499831252109349,Medium,0.43
LP002921,Male,Yes,3+,Not Graduate,No,5316,187,158.0,180.0,0.0,Semiurban,5503,N,464,0.028706395348837208,28.70639534883721,High,0.7
LP002932,Male,Yes,3+,Graduate,No,7603,1213,197.0,360.0,1.0,Urban,8816,Y,620,0.02234320063513667,22.343200635136668,Medium,0.42
LP002935,Male,Yes,1,Graduate,No,3791,1936,85.0,360.0,1.0,Urban,5727,Y,610,0.014839385474860335,14.839385474860336,Medium,0.44
LP002952,Male,No,0,Graduate,No,2500,0,60.0,360.0,1.0,Urban,2500,Y,606,0.023990403838464614,23.990403838464616,Medium,0.44
LP002954,Male,Yes,2,Not Graduate,No,3132,0,76.0,360.0,,Rural,3132,Y,458,0.024257899776571976,24.257899776571975,High,0.71
LP002962,Male,No,0,Graduate,No,4000,2667,152.0,360.0,1.0,Semiurban,6667,Y,611,0.022795440911817635,22.795440911817636,Medium,0.43
LP002965,Female,Yes,0,Graduate,No,8550,4255,96.0,360.0,,Urban,12805,Y,473,0.007496486022177105,7.496486022177105,High,0.69
LP002969,Male,Yes,1,Graduate,No,2269,2167,99.0,360.0,1.0,Semiurban,4436,Y,606,0.02231237322515213,22.31237322515213,Medium,0.44
LP002971,Male,Yes,3+,Not Graduate,Yes,4009,1777,113.0,360.0,1.0,Urban,5786,Y,611,0.019526524969759807,19.526524969759805,Medium,0.43
LP002975,Male,Yes,0,Graduate,No,4158,709,115.0,360.0,1.0,Urban,4867,Y,611,0.02362366474938373,23.62366474938373,Medium,0.43
LP002980,Male,No,0,Graduate,No,3250,1993,126.0,360.0,,Semiurban,5243,Y,458,0.02402745995423341,24.02745995423341,High,0.71
LP002986,Male,Yes,0,Graduate,No,5000,2393,158.0,360.0,1.0,Rural,7393,Y,613,0.021368677305923723,21.368677305923722,Medium,0.43
LP002989,Male,No,0,Graduate,Yes,9200,0,98.0,180.0,1.0,Rural,9200,Y,625,0.010651016193891968,10.651016193891968,Medium,0.41
